age,income,policy_amount,num_claims,fraudulent
41,44146,45334,1,1
64,26846,47001,1,0
57,60352,39341,2,0
55,43694,17663,3,1
77,41740,27104,4,0
76,69438,47323,4,0
27,50996,46970,4,0
52,83874,22640,0,0
68,79682,22511,3,0
66,64200,37699,1,0
49,42970,49654,4,0
24,30895,33892,1,1
38,58071,6049,1,0
37,72268,42951,1,0
43,42258,7301,1,0
21,77300,34497,2,1
63,81915,49120,1,1
69,28444,36149,0,1
39,95147,47130,1,1
32,96064,40966,4,0
73,86535,48705,1,0
57,23760,47501,4,1
38,56884,29889,1,0
32,46022,7695,3,0
39,74504,11645,2,0
69,63130,30105,4,0
45,63881,13149,0,0
31,82399,20032,1,1
44,56451,27243,4,0
78,71413,48426,2,0
58,82278,15433,1,0
57,49639,29887,2,1
75,54621,22379,0,0
45,33079,11865,4,0
43,26895,18610,0,0
66,72142,28880,2,1
19,32552,15715,3,0
42,68821,7631,3,0
73,53630,38031,4,0
79,90063,45452,1,1
20,32247,18830,0,0
25,37603,29596,3,0
61,65564,48484,3,1
50,20527,34220,1,1
59,76521,30772,0,0
69,88458,42811,2,0
52,25849,10116,3,0
23,70314,21303,4,0
56,65724,24517,4,0
69,37230,6636,2,0
40,92495,46590,1,1
42,62730,31802,1,0
76,23323,12811,3,0
67,20445,20223,3,0
60,29963,15581,3,1
36,70511,25919,2,1
22,35437,22482,2,1
68,36855,7604,3,0
28,30847,5207,1,0
73,23236,33390,0,0
29,81897,13463,3,1
27,33487,41446,1,0
25,97384,29990,1,0
41,82423,41236,4,0
77,33155,17671,0,0
45,31255,14476,3,1
58,21979,9986,0,0
53,41305,47622,3,0
54,94543,33590,0,0
38,55094,20526,0,1
25,55098,47001,1,1
72,53770,11803,0,0
26,29734,16905,0,0
64,91984,7461,3,0
32,59605,45713,1,0
65,97932,10673,0,0
63,75619,15954,1,0
57,47881,15420,1,0
35,83401,22327,2,0
59,51177,34564,3,0
77,60122,9156,2,1
37,55297,17251,1,1
23,56680,18520,0,1
29,71044,21549,3,0
19,64084,6905,4,0
24,54189,14515,3,0
33,33510,21734,2,1
20,42152,31886,3,0
62,46445,41077,0,0
20,96688,10661,3,0
44,91153,38699,4,0
67,21195,8838,2,0
60,79949,47073,2,0
57,45433,15378,1,0
55,25305,13058,2,0
50,78860,6989,4,0
45,93613,14577,4,1
18,68648,24868,2,0
72,83090,29270,3,0
25,62113,38884,4,0
54,62642,33527,2,0
49,53062,47187,2,0
77,91633,44730,3,0
65,61604,43735,2,0
60,26678,20981,0,0
54,52121,32080,1,0
21,68503,16797,4,1
47,91279,31457,3,0
23,36494,25917,3,0
63,64185,13871,1,0
71,29678,24053,0,0
36,57632,30823,1,0
49,66235,6191,2,0
26,21648,22514,3,1
29,87917,22787,2,0
28,36489,43398,3,1
63,97281,36528,3,0
72,25818,14522,2,0
33,53149,10030,1,1
18,47312,6381,4,1
62,57124,21753,4,0
72,21316,10092,1,0
70,90990,27084,0,0
38,80046,19557,1,0
47,98643,13567,1,1
30,89610,19616,1,0
51,84042,24144,4,1
21,43102,32866,3,0
45,51957,39711,0,0
55,32872,30386,0,0
75,70094,26306,0,1
48,67719,28013,2,0
76,93885,34006,1,0
72,39693,11885,3,0
44,70478,46369,3,0
22,63677,37821,2,0
42,80012,42564,4,1
20,30760,19045,2,0
50,31584,30674,2,0
21,22106,23780,1,0
42,33669,30550,4,0
37,45223,29235,2,0
51,80666,17841,3,1
43,55706,26305,1,1
79,88019,45021,4,0
79,81585,26223,3,1
22,47482,48184,0,1
52,80369,23942,1,0
78,54143,16882,3,0
45,44240,29714,2,1
46,30015,49133,2,0
26,83023,26021,1,0
69,71500,48201,4,0
55,83925,28013,2,0
67,69631,22721,3,0
23,96190,17281,0,1
36,83652,19008,4,0
77,71087,7294,1,1
61,99789,24061,2,0
74,74909,37840,4,0
28,31565,45004,0,0
19,47597,20089,4,1
64,85623,15237,4,1
61,29432,16694,1,1
61,94300,25936,0,0
26,85714,41269,0,0
38,69314,15468,4,0
41,61965,23461,2,0
51,87957,14840,4,0
39,63715,13526,3,0
20,73450,17464,2,0
29,81902,16063,1,0
45,48317,40383,0,0
47,86753,19744,2,0
43,55242,18064,1,0
65,20929,26740,4,0
38,33580,18589,1,0
45,40742,5932,3,0
73,37833,22019,1,0
43,91347,27157,2,0
79,94155,22574,0,0
50,33527,10508,2,1
38,78139,37779,2,0
52,89585,49962,0,0
69,61057,35888,3,0
51,87439,31025,2,0
58,64261,13060,0,0
68,90912,38216,0,0
64,20042,12661,2,0
35,42769,40264,0,1
75,87113,10885,4,1
28,97918,5426,2,0
74,42449,44867,3,0
40,58653,30491,4,0
65,48859,24553,3,0
39,28576,17918,2,1
34,65874,17513,1,1
22,97199,21830,0,0
61,56345,49695,4,1
28,90780,35171,2,0
47,89428,7250,0,0
32,24321,18608,1,0
44,25776,7681,3,0
52,36119,22785,2,0
50,50569,8407,2,0
37,58596,44529,1,1
78,72967,22427,3,0
33,53063,26747,2,0
51,42340,18555,0,1
19,95723,32594,1,0
52,75430,5391,2,0
57,26668,9819,3,0
73,28195,28263,4,0
45,77995,10984,2,1
64,58250,11363,3,0
56,36076,10127,1,0
23,35376,44357,3,0
26,75839,48394,3,0
37,84723,17512,1,0
77,63442,9037,4,0
18,25392,32623,0,0
25,47106,11854,4,0
72,99845,30733,0,0
40,44809,24633,0,0
20,20693,33203,0,0
21,79821,39311,2,1
75,94159,22175,4,0
42,94710,30012,3,0
64,31352,26554,2,0
55,72196,33090,1,0
32,91066,43866,1,1
38,24992,37712,0,0
52,73076,45216,2,0
74,43354,44979,2,0
70,23312,12798,1,0
70,65833,25748,3,0
63,24318,6716,4,1
69,86003,41404,4,0
31,47192,49324,0,0
53,57489,12870,0,1
29,60309,18682,0,1
34,48273,27055,1,0
56,67553,13380,1,0
26,49473,10726,4,1
52,81410,12557,0,1
77,33679,36768,2,0
30,65310,29166,3,0
32,80683,40486,1,1
35,45992,45655,0,0
68,49433,33506,0,1
50,96574,45771,1,0
23,45933,29102,4,1
76,65020,14094,4,0
44,49236,46300,4,0
40,78735,24265,4,0
76,29770,28094,2,0
44,89285,18353,0,1
51,55271,20173,4,1
73,93391,38411,4,0
63,43439,16264,3,0
55,31101,38445,3,0
31,64917,20931,0,0
53,61196,47059,1,0
70,43569,7650,4,0
25,61887,8469,2,0
79,40893,45654,3,1
52,75304,48024,4,0
36,52399,16592,1,0
47,45236,48831,2,1
31,69531,48390,3,0
76,29442,10684,1,0
37,76437,18457,1,0
66,80342,11596,2,0
42,98179,20151,2,0
57,55069,12074,3,0
41,93246,38259,2,0
31,58560,37979,4,0
43,78070,45743,2,1
55,62427,8722,1,0
40,80496,16709,2,0
39,84557,47925,3,0
65,92752,21687,4,0
74,97248,41540,2,1
36,90441,23165,4,0
63,68534,40993,2,1
68,47930,34194,4,0
20,27288,46767,2,0
59,81518,16382,2,0
36,52400,33618,0,0
26,21567,25587,1,1
45,67878,6353,3,1
37,68850,13371,3,0
62,21094,14072,0,0
24,31135,9698,2,0
31,99044,24184,1,1
26,65113,11902,4,1
76,78791,25647,0,0
77,29684,34140,3,1
72,91727,40005,3,0
74,78552,35221,3,0
77,28046,39546,2,1
36,24934,22004,4,0
64,79556,17505,4,0
69,66806,26814,4,0
31,21354,44147,2,0
73,73046,42031,3,0
55,85064,48787,3,0
70,77184,40008,2,0
78,22963,19577,1,0
53,47424,13043,2,0
57,23042,39130,2,1
34,27139,32414,3,0
47,31226,44303,4,0
26,58108,11744,3,1
50,90647,46052,1,0
73,88617,44260,0,1
69,49815,45270,0,0
42,27802,8470,2,1
31,62230,36643,0,0
28,83372,32811,4,1
70,74020,9201,3,0
52,37465,10351,1,0
58,27994,20327,1,0
76,23531,32340,1,1
31,29343,33180,3,0
47,79066,18488,4,0
58,26229,35374,1,0
21,64789,10413,0,0
76,64069,45200,4,0
21,29524,27355,4,0
45,83103,18831,4,1
25,28103,28821,1,0
19,78581,16426,4,0
58,74203,41396,1,0
78,35090,43120,0,0
63,35915,33085,0,0
39,61477,40669,0,0
58,76987,22925,0,0
73,73238,7091,4,1
72,35029,15842,4,0
33,73520,14923,1,1
46,90053,18827,0,1
79,71464,29126,2,0
66,41961,13283,0,1
65,46835,9854,3,1
47,47725,42817,2,0
29,45357,10557,3,0
52,21244,9432,2,1
28,87952,17006,1,0
63,68061,34989,4,1
67,26490,45755,1,0
38,97219,42788,2,0
38,25839,31887,0,0
22,44992,27632,1,0
65,64938,35943,2,1
37,76249,33066,0,0
54,64735,5977,4,0
20,70734,25594,2,0
61,67080,44802,3,0
50,94460,39026,3,1
70,44260,49815,3,0
78,79607,22681,0,1
26,81852,15170,0,0
78,48380,12397,1,0
26,91257,44640,0,1
21,61191,35083,2,0
52,24930,6732,3,0
34,24353,7942,4,0
51,27832,36548,3,0
41,69554,14429,2,0
49,74017,34741,4,0
18,77298,42268,1,1
25,71389,27517,0,1
62,93306,34949,2,0
40,45525,33899,0,0
64,93471,20068,1,1
57,88211,5165,4,0
29,51280,17872,2,0
71,31240,26216,4,0
29,85092,35206,2,0
63,89541,34269,1,0
64,82851,34264,1,0
32,26544,17219,1,0
58,77981,24158,0,1
36,37332,30989,3,0
43,46836,47406,4,1
69,34388,42788,2,0
46,21694,33058,4,1
39,69294,29132,3,1
57,58769,21830,0,0
38,59420,33050,0,0
68,57855,37864,3,0
55,21460,40194,2,1
37,67646,48677,3,1
74,61252,24641,0,0
46,29835,35375,0,0
68,30910,18555,4,0
21,28463,26110,2,0
72,33336,28235,2,0
24,46534,46462,0,0
45,22369,33959,3,0
45,45381,45957,0,1
21,45407,46024,4,0
39,82552,44508,3,0
29,55939,28098,0,0
62,87576,20309,2,1
20,46170,19105,4,1
39,91908,13672,0,0
61,42369,35328,0,1
19,93098,19078,1,1
41,64544,44647,3,1
51,25900,42430,1,1
44,60733,45583,2,0
72,20589,41029,3,0
58,80044,5405,4,1
18,85311,8560,3,1
25,77926,16575,0,0
40,90599,16859,0,0
55,69008,35612,0,0
23,86794,18153,3,0
39,99134,45624,0,0
42,22866,47077,0,0
35,72890,32013,1,1
34,61504,11690,0,1
78,73374,49442,1,1
29,49404,26715,2,0
23,85223,5741,3,1
43,20637,16431,1,0
44,35828,12181,3,0
25,73544,36305,3,1
36,65097,12731,4,0
77,52022,40689,1,0
59,52202,45142,0,1
18,48704,33714,4,1
74,43641,12023,1,1
46,57479,43329,1,0
62,98771,43402,2,0
66,42027,5910,0,0
52,62912,33588,2,0
57,91474,42470,3,1
31,62692,27182,0,1
52,52209,34390,2,1
65,77563,9038,2,0
62,76738,33215,0,1
37,57242,36565,1,1
73,29941,24829,3,0
66,27073,37899,4,0
30,57827,48016,4,1
78,66225,27246,4,0
55,57096,23862,3,1
66,70546,27500,0,0
63,86457,21688,0,0
66,88309,21282,0,1
79,89998,7519,4,1
25,50268,11112,1,1
60,62078,5992,2,1
37,21865,10647,4,1
77,48887,48519,3,1
50,69876,34014,0,0
43,53479,12597,2,1
56,60478,30633,0,0
38,46401,21854,0,0
70,48502,8566,0,1
66,33394,46472,1,1
79,29262,49353,2,1
59,24487,8285,4,0
60,47341,17029,1,0
71,33570,48152,3,0
79,77268,17846,3,0
58,49605,18079,4,0
26,91602,13551,2,1
41,46723,38052,4,0
54,89108,20100,1,0
66,98206,8277,2,1
58,80098,24015,3,1
34,68707,6757,2,0
41,69028,37085,2,0
38,76921,26863,2,0
68,80760,31098,4,1
76,30249,20295,0,0
56,87847,43555,1,0
72,63839,30821,2,0
58,59673,47372,2,0
56,23642,26833,4,0
30,26338,30992,1,1
28,71761,13549,1,1
63,29622,27432,3,1
36,68423,44498,1,1
28,62873,25519,1,1
30,67565,8141,2,0
63,27806,16068,0,0
62,20757,36342,2,1
18,41470,19256,4,0
57,26220,37964,1,0
61,74754,10830,0,0
36,99852,20868,2,1
29,42505,11679,3,0
25,48288,45754,4,0
25,94492,38705,4,1
78,39109,16722,4,0
70,23497,25509,2,0
62,77326,18989,0,1
29,29864,48886,0,0
78,94310,28562,1,1
65,41017,19919,0,0
50,21821,46306,3,0
62,70337,16036,4,1
43,65485,46078,2,0
56,76388,29438,4,0
45,30372,25999,4,1
75,91333,48740,3,0
22,36283,48087,4,0
25,60857,46543,4,1
42,71772,6708,3,0
44,79670,11377,3,0
63,93133,27788,0,0
40,51261,19269,4,0
47,77154,34717,1,0
62,26107,27605,1,0
64,55561,26221,1,0
40,96674,46631,3,0
66,55268,36757,4,0
64,51608,23069,0,0
37,33138,48037,4,1
35,57693,47656,1,0
35,41248,29324,2,1
19,38632,33734,1,0
21,67547,24590,3,1
47,32100,33828,4,1
50,67930,28096,3,1
53,86861,34448,0,0
35,96905,48261,4,1
54,73025,16450,4,1
36,95876,35575,4,0
64,98944,36592,2,0
45,70840,44110,4,0
57,39369,43202,2,0
37,38460,25333,4,0
66,21461,22663,1,0
50,62362,14535,0,0
29,48610,43887,4,0
75,40995,23679,3,1
68,27717,37474,1,0
32,98867,7560,3,0
58,99472,28365,3,0
56,84022,15745,2,0
19,73668,5030,0,0
46,71645,13132,3,0
58,49550,30874,1,0
27,23576,22269,0,1
19,60868,31555,1,0
68,66380,26227,3,0
28,25728,41806,0,0
30,52800,31702,4,1
27,30886,23674,3,1
31,99614,8894,3,0
35,89909,9596,2,0
68,67236,21588,1,0
71,65805,47443,4,1
26,52532,32346,0,0
74,48688,34004,3,1
56,31063,32226,3,1
45,43089,17453,4,1
20,75942,29581,3,1
37,71829,45588,1,0
23,70553,29524,0,0
44,53585,36843,4,0
70,91739,48052,4,0
19,79004,17744,2,0
46,22438,45784,0,0
55,43212,21610,4,0
20,70362,43910,3,1
33,92177,12482,0,0
47,36983,45081,1,0
57,34026,37024,4,0
19,70998,28674,1,1
34,75744,19030,4,1
58,77013,30472,3,0
79,71039,14512,2,0
29,69831,24045,3,0
52,54603,32135,1,1
60,97758,39432,0,0
18,87713,25134,1,1
72,33105,34897,2,1
62,87182,19750,4,0
32,72147,41422,4,1
43,95400,18733,1,1
54,66434,22480,0,0
38,46515,8098,4,0
79,78001,24624,4,0
66,78397,48782,2,0
48,81415,45546,2,1
42,36960,48887,0,0
40,65778,29463,4,0
41,50941,19250,3,0
74,60955,41382,1,0
55,98565,41384,4,0
45,76908,40472,1,0
38,84067,28138,4,0
71,75696,8893,2,0
60,38429,16573,0,0
35,96676,16263,3,1
53,34847,40762,2,1
52,67191,42301,0,0
62,54256,39268,2,0
72,48774,6725,1,0
26,29127,47525,4,0
70,48205,45109,2,0
55,78764,21709,0,0
75,58664,42185,4,0
47,76795,48190,1,0
77,52333,7666,1,0
61,56079,47169,3,0
51,44259,12152,4,0
49,46571,34000,1,0
20,71119,33477,2,0
20,28009,49396,1,0
45,81829,9778,1,0
61,58230,21169,1,0
32,76049,22668,3,0
58,56498,22762,0,0
40,48820,44107,1,1
57,60315,24945,0,0
28,52795,26836,4,0
65,59191,15079,0,0
49,74453,23362,4,0
75,32453,17919,3,0
76,70325,25800,4,0
74,69490,18758,4,0
71,94796,33874,2,0
53,69993,49121,3,0
77,65706,34298,1,1
50,62817,19156,3,1
41,84544,48039,2,0
56,75710,21239,4,1
51,70799,12089,3,1
73,80964,18014,2,0
45,73678,28318,1,0
54,91150,31866,4,1
24,80438,10917,3,1
21,97223,46029,3,0
54,81926,20350,4,1
73,23801,14286,3,0
18,61048,10742,4,0
18,60144,42021,2,0
64,30148,6839,4,0
37,39861,23335,1,0
36,81717,19661,4,0
46,42480,47018,3,0
27,38637,16743,4,0
77,64621,23891,4,0
35,80304,33483,4,0
45,67431,36135,1,0
52,76172,34557,1,0
60,45437,16682,3,0
64,28149,17798,3,0
48,34671,34039,4,0
44,43119,48919,0,0
79,66117,19198,2,0
28,36279,46842,4,1
66,88835,37104,2,0
66,24803,12603,1,1
55,80805,24009,3,0
22,38201,43661,0,0
25,48634,34965,3,0
51,34760,28784,1,1
65,30826,34340,4,0
69,65775,7153,1,0
73,94676,9761,0,0
29,26798,28569,4,1
55,86103,8566,4,0
18,97160,47468,0,0
48,97751,32254,3,0
21,93502,39612,4,0
66,71410,45037,3,0
62,60888,32160,2,1
67,69047,17206,0,0
22,65955,49211,2,0
47,21982,6533,4,1
73,53864,10596,0,0
41,99118,26153,4,1
76,59265,47383,0,0
20,66313,36069,3,0
28,64350,11358,1,0
62,35378,37035,1,1
21,89815,39459,0,1
43,47924,46287,2,0
44,27312,39356,0,1
63,50353,25137,3,0
71,36192,21481,2,0
60,37450,42522,0,1
44,25432,31923,0,0
59,77225,43941,4,0
68,98711,47057,3,1
67,85604,34689,3,0
23,30295,13052,1,0
76,26774,26402,4,1
78,32190,10704,2,0
32,51286,45679,1,0
70,96325,34985,3,1
47,92427,34310,0,0
59,84014,39045,4,0
54,95852,48671,3,0
75,75256,16715,3,1
78,78630,26810,4,1
54,82771,45583,3,0
59,71715,5183,1,0
77,27466,46932,4,1
54,37637,32961,3,1
52,88745,40156,3,0
40,56317,25706,4,0
23,69766,26316,0,0
21,23078,41595,2,1
35,47299,7497,4,1
77,23543,18562,0,0
26,71052,41247,3,0
66,42064,33841,1,0
46,92287,13757,3,1
30,34425,39703,3,0
76,71481,27659,0,1
64,97347,14018,4,0
79,92317,34277,2,1
69,70530,49077,2,0
34,45888,21733,4,0
62,47491,23153,4,1
49,52352,39572,1,0
65,41676,47020,4,0
39,85836,49469,1,0
21,57463,9170,4,0
22,68990,32666,1,1
54,83627,21785,4,0
58,40221,46147,4,1
66,92843,49944,2,0
30,71313,29714,3,0
51,49251,37711,3,1
62,66586,5220,1,1
39,94418,9240,0,0
70,73884,44769,2,0
76,72620,17292,4,0
40,30040,33604,2,0
68,91677,21771,0,1
20,65878,16223,2,0
59,25969,37714,0,0
51,33162,35429,0,0
49,85435,43759,0,0
62,94667,5559,0,0
68,25037,6839,0,0
75,80526,6771,4,0
66,34693,29940,2,1
38,79090,29992,3,0
63,22451,12676,3,0
61,85560,47595,4,1
38,25962,23452,1,0
61,36444,21900,0,1
28,60443,47180,2,0
56,36506,5660,0,0
21,58384,29905,0,0
68,44248,5377,3,1
18,66162,16474,0,0
45,62690,5159,2,0
41,89625,34329,2,1
78,88008,20929,3,1
52,80309,41942,4,1
30,63237,7199,3,0
64,55732,32140,3,0
51,28104,17980,0,0
28,54980,47997,1,0
53,94990,48359,4,0
68,59560,30800,4,1
78,29554,11276,4,0
34,65987,23372,0,1
52,50985,28161,3,0
77,68167,13168,0,0
35,60428,38633,2,0
57,87238,29966,1,0
39,82723,47368,1,0
74,37038,9915,0,0
41,42219,44009,3,1
75,24271,44903,4,1
36,47397,21197,2,0
54,94491,34011,2,0
56,49602,22938,1,0
38,74471,9047,3,0
25,82150,21515,4,0
45,64227,8679,1,1
22,43116,27737,3,1
34,26674,24460,4,0
54,37469,34048,0,0
53,25446,17927,3,0
71,40760,39289,2,0
36,21963,14933,3,1
44,96002,38971,3,0
70,47262,35481,3,0
51,25177,24775,4,1
28,31160,19836,4,1
71,27543,25105,0,0
62,59278,44543,0,0
64,49607,28544,4,1
29,37221,20953,4,0
71,23323,14395,1,0
38,72105,9270,3,1
71,96151,13389,3,0
28,86968,16717,2,0
56,43238,41962,4,0
45,83830,38512,4,1
22,93967,26930,0,1
34,28330,8262,0,1
73,64153,16213,3,0
37,28611,29129,3,0
58,33872,35453,4,0
63,69455,5498,3,1
75,54930,49647,4,0
29,92022,21524,2,0
23,82714,23098,2,0
34,68716,16012,1,0
68,86704,41273,0,0
36,20415,8602,1,0
43,96441,28059,2,0
65,90779,46877,3,1
61,91435,47782,0,0
61,29888,27888,0,0
69,65299,33398,1,0
49,78765,15795,0,1
23,82714,26187,2,0
72,35935,23114,3,1
75,93002,16620,1,0
53,96729,10976,3,1
55,21320,34232,1,1
28,66032,18284,4,0
50,97763,44796,0,0
79,37907,41486,4,1
41,58002,44856,0,0
40,64838,39392,4,1
32,58912,39574,3,1
44,20552,31030,2,0
28,40140,13545,1,1
74,68737,40701,0,0
68,53367,38708,1,0
67,44061,12787,2,1
34,62124,8945,4,0
68,65638,28442,3,0
70,21982,33718,1,0
31,55765,13421,4,0
44,74681,16674,0,0
35,83232,35596,1,0
45,82349,26241,1,0
68,83474,12738,0,0
64,49513,8772,2,1
64,42592,17365,4,0
21,43618,15798,1,0
24,71632,44855,4,0
62,35409,20775,3,1
52,29529,6984,4,0
65,44154,49055,4,1
26,52882,38820,0,0
25,64917,43022,4,0
69,35701,5350,2,0
62,95281,5912,4,0
34,88225,42213,3,0
34,72492,15715,4,0
66,22988,38059,0,0
50,55919,30788,3,1
49,68426,20778,0,0
25,72167,20223,2,0
36,29013,38235,2,0
55,59113,8277,0,1
20,23574,19641,2,0
76,27838,16391,0,0
22,51368,27976,1,1
30,52228,25709,4,0
64,69711,38832,1,0
63,66097,42656,2,1
78,75773,16655,0,0
48,48639,18111,0,1
72,34823,31269,0,0
33,43510,23778,0,0
67,58333,48017,4,0
49,24435,29662,3,0
39,58418,32168,1,1
46,77955,44626,2,0
39,79507,5003,0,0
60,71033,43708,1,0
20,92972,45816,3,1
71,67219,48908,1,1
27,54477,49817,2,0
59,62721,47434,0,0
79,87228,14322,2,0
38,35523,30977,0,1
33,52326,18223,3,0
29,62205,19166,2,0
19,20125,23134,1,0
58,86735,37769,3,1
41,36375,14336,2,0
52,22711,31214,0,0
73,52437,46108,3,0
47,48022,36667,0,0
74,29182,25631,4,1
47,91531,29116,1,1
64,60950,37421,0,1
52,32920,27419,2,0
36,42144,48313,4,0
67,22565,7043,3,0
25,73942,6702,2,0
43,90560,43715,3,1
66,44691,48889,4,0
57,53799,17762,2,0
24,86777,39155,0,0
47,54510,18382,2,0
24,97366,31239,1,1
20,48975,31656,0,0
18,73242,34852,1,0
53,66546,37130,2,1
42,43267,15188,2,1
54,97911,33268,3,1
18,89939,32806,2,0
32,24897,30826,0,0
54,20163,36995,1,0
30,72540,9462,4,0
57,50030,35472,1,0
25,75313,39804,3,1
22,49870,27789,4,0
77,49482,28173,4,1
26,51058,43887,2,1
18,77255,35735,3,1
53,84930,13982,3,1
52,70500,34898,2,0
19,46379,11863,0,1
57,87787,23332,2,0
40,43674,18989,3,1
26,26590,42946,4,1
51,51432,26488,0,0
63,60426,25527,3,1
31,69584,17947,3,0
21,58015,31011,2,0
47,93251,49209,1,0
48,89353,24232,3,1
55,24600,37473,1,1
28,44690,35985,0,0
52,53762,21545,4,0
25,57499,17104,1,0
20,27670,18347,1,0
31,37341,7634,1,0
77,93823,10101,1,0
30,37015,27150,1,0
62,85126,30970,0,1
49,75197,22893,3,0
51,69849,23703,4,0
62,35852,32826,3,0
78,75361,27489,0,0
36,41258,46439,0,0
76,82355,41767,1,0
55,61508,47796,0,0
33,87784,21376,0,1
19,91728,24733,1,0
57,47410,16406,0,0
34,29895,33167,0,0
72,91942,35659,0,0
51,53924,41979,2,0
59,90831,49374,3,0
77,32264,49404,2,0
33,48038,12951,3,0
55,29136,24157,1,0
77,33213,39006,1,0
19,97608,32524,3,0
19,47431,5740,3,1
43,62290,33459,4,0
30,87539,17324,3,0
73,62747,36099,3,0
64,95974,48803,1,1
48,99763,14727,1,0
77,89208,5368,0,0
51,92994,48231,0,1
56,89015,31533,1,0
20,34887,42677,0,1
25,20051,35408,2,0
40,87695,42987,2,0
31,89926,47058,0,0
73,48491,45372,0,1
79,36080,20038,3,0
72,54880,47351,3,0
44,79965,43974,2,0
71,67361,15223,2,0
46,86890,31254,3,0
56,91156,31722,3,1
70,89290,24208,3,0
56,36593,25554,0,0
18,36167,25165,1,0
34,53005,32940,2,1
58,85471,24512,4,1
47,70728,14464,3,1
70,28691,6979,0,0
30,29756,33273,2,0
38,56308,11612,3,0
36,84079,31763,0,0
70,85524,11022,2,0
36,80466,43849,2,1
74,29327,14768,4,0
42,48520,33055,4,0
39,63308,12832,2,1
48,36533,22639,0,1
34,64488,5299,3,1
72,87160,24426,3,0
40,60429,35654,2,1
49,71726,22664,3,0
79,93065,18028,4,1
27,40653,30437,3,0
27,76921,9589,1,0
53,33654,13133,4,0
25,22108,44400,4,1
71,89483,20459,2,0
69,27899,24168,2,1
37,33372,12398,3,0
49,57682,28092,3,0
67,87799,17377,2,0
31,56583,14303,0,0
67,49295,30632,3,1
45,86113,47055,0,0
63,69574,40068,4,1
69,84934,29353,1,0
70,50066,20265,0,0
41,28945,41759,3,1
32,49418,21897,2,1
39,69874,41999,2,0
47,37130,48636,1,0
21,88248,44320,1,0
30,61394,13312,4,0
76,69635,47461,0,0
40,37404,24231,1,0
25,92629,38885,4,0
35,33156,48951,4,0
29,75618,47583,4,0
72,69999,45629,3,0
48,33785,40006,1,0
31,68359,44368,2,1
51,34694,19031,4,0
35,56114,7433,2,1
73,89549,30378,3,0
51,77230,28393,0,0
28,52799,12166,3,0
58,31156,42141,3,1
29,30304,45914,1,0
66,60645,6471,4,0
32,58938,14018,3,0
74,76982,34616,4,0
48,97614,35771,2,1
66,22315,22812,0,0
75,32420,20029,0,0
46,38312,9306,2,0
43,41395,18177,1,0
35,60301,8781,2,1
49,66972,31601,2,0
39,83294,23701,1,0
55,68225,11688,1,0
34,42854,22390,3,1
40,90780,39405,4,0
41,50929,30420,0,1
67,77103,42879,1,0
25,83620,28833,1,0
58,64590,17685,3,0
23,92554,37492,3,1
22,30621,24671,4,0
61,20973,40629,1,0
74,78786,13684,1,0
46,57097,32574,3,0
45,54245,10725,2,0
28,85211,16849,4,1
74,74841,35793,1,0
18,45346,36171,0,0
60,91980,39253,0,0
36,69153,37651,3,0
26,96942,11581,0,0
44,25972,10221,3,1
51,68063,30545,2,0
61,85488,21127,3,0
21,77055,10032,1,1
53,84366,44194,0,0
35,30931,41777,1,0
32,27702,20095,0,1
68,41540,26707,0,0
30,77450,26827,3,1
36,85252,35620,4,0
66,66904,11307,0,1
23,72320,40896,0,0
65,51000,42069,4,1
73,22599,11027,1,1
29,76165,22330,0,0
68,78855,8440,3,1
54,20018,6545,4,0
34,20858,36480,4,0
75,45992,37797,0,0
40,52580,47431,1,0
43,90916,35944,1,1
46,55800,33336,2,0
50,78770,41447,2,0
77,74941,19764,3,0
44,57487,26531,0,1
42,32943,5125,1,1
73,81457,42676,2,1
72,38836,33432,0,0
27,31394,11642,0,0
64,92158,46613,1,1
40,45280,37115,0,1
38,97318,29525,4,0
38,21159,46700,2,1
60,90162,45721,3,1
30,43440,29866,2,0
54,97166,16183,0,1
50,72712,36090,4,1
41,67656,15769,2,0
61,26589,15931,1,0
28,68241,23077,4,1
34,43233,43655,2,0
21,55011,30895,0,1
64,28177,7821,1,0
42,54528,36736,0,1
47,81351,19754,0,0
26,76831,21218,1,0
38,71827,49189,4,0
37,43508,6395,2,1
36,74933,8961,4,0
36,88772,40382,1,1
29,35611,28254,2,0
54,42282,22928,1,0
59,61003,42993,3,1
34,94216,17093,3,0
54,31340,19702,4,1
71,94684,31356,1,0
65,38165,12986,2,1
56,38260,31726,4,0
45,74515,17660,3,0
58,50480,12034,3,0
52,72527,47405,3,0
64,79789,18580,4,0
65,71902,47928,2,0
35,52191,22480,3,1
31,79488,6204,4,1
52,95082,47880,4,1
61,56044,29331,0,0
58,69600,8583,0,0
77,68776,21256,2,0
24,32836,49099,3,0
58,94525,12539,0,0
30,72648,49379,2,1
35,33740,39806,0,0
54,33102,27310,3,1
30,71334,13223,4,0
53,50255,15160,3,0
48,45221,24358,0,0
19,83265,36339,3,0
33,20719,16522,4,0
26,43140,41336,1,0
26,75779,32501,4,0
55,21069,33014,0,0
28,74714,49082,4,0
71,93285,13298,2,0
73,32935,5201,3,0
39,64035,12956,1,0
50,47937,12385,1,0
53,38540,11007,3,0
62,93480,39562,3,0
40,68702,6408,2,0
62,98283,5916,4,0
62,96041,12778,1,0
51,97233,47644,0,1
